split,dataset,query_id,group,depth,initial_f1,pre_f1,post_f1,observed_delta,resolved_count,unresolved_count,resolved_fraction,evidence_support_count,support_per_resolved,answer_token_count,answer_char_count,reasoning_progress_token_count,reasoning_progress_char_count,next_information_need_token_count,next_search_query_token_count,cot_step_count,cot_token_count,passage_count,unique_passage_ratio,unique_title_ratio,evidence_vocab_size,retrieval_score_mean,retrieval_score_max,retrieval_score_std,question_query_jaccard,question_answer_jaccard,answer_evidence_jaccard,query_evidence_jaccard,progress_evidence_jaccard,need_evidence_jaccard,support_evidence_jaccard,answer_support_jaccard,unresolved_query_jaccard,resolved_evidence_jaccard,unresolved_evidence_jaccard
allocator-development,2wiki,04882bcd08f911ebbdaaac1f6bf848b6,2wiki::04882bcd08f911ebbdaaac1f6bf848b6,1.0,1.0,1.0,0.25,-0.75,2.0,0.0,1.0,2.0,1.0,1.0,2.0,19.0,126.0,12.0,6.0,1.0,19.0,6.0,1.0,0.8333333333333334,334.0,25.176855333333332,50.266678,11.964157010747416,0.36363636363636365,0.0,0.0,0.014925373134328358,0.03823529411764706,0.008746355685131196,0.061946902654867256,0.0,0.0,0.017857142857142856,0.0
allocator-development,2wiki,04882bcd08f911ebbdaaac1f6bf848b6,2wiki::04882bcd08f911ebbdaaac1f6bf848b6,2.0,1.0,0.25,0.25,0.0,2.0,0.0,1.0,2.0,1.0,8.0,41.0,14.0,119.0,15.0,4.0,2.0,24.0,10.0,1.0,0.8,394.0,25.8510343,50.266678,9.305700948564283,0.18181818181818182,0.4166666666666667,0.012594458438287154,0.007594936708860759,0.02512562814070352,0.017412935323383085,0.0,0.0,0.0,0.007575757575757576,0.0
allocator-development,2wiki,053ed484085a11ebbd5bac1f6bf848b6,2wiki::053ed484085a11ebbd5bac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,10.0,21.0,165.0,13.0,8.0,1.0,21.0,6.0,1.0,1.0,136.0,29.8768605,44.198368,6.625513151845643,0.14285714285714285,0.25,0.014705882352941176,0.03597122302158273,0.060810810810810814,0.02054794520547945,0.07194244604316546,0.15384615384615385,0.0,0.08029197080291971,0.0
allocator-development,2wiki,053ed484085a11ebbd5bac1f6bf848b6,2wiki::053ed484085a11ebbd5bac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.6666666666666666,2.0,10.0,23.0,158.0,16.0,6.0,2.0,25.0,11.0,1.0,1.0,197.0,28.448425454545454,44.198368,5.22731110687111,0.16666666666666666,0.25,0.01015228426395939,0.030456852791878174,0.057692307692307696,0.019138755980861243,0.1658291457286432,0.05714285714285714,0.0,0.06930693069306931,0.0
allocator-development,2wiki,0546d7440bdc11eba7f7acde48001122,2wiki::0546d7440bdc11eba7f7acde48001122,1.0,0.0,0.0,0.8,0.8,2.0,1.0,0.6666666666666666,1.0,0.5,1.0,9.0,40.0,320.0,14.0,4.0,1.0,40.0,6.0,1.0,0.6666666666666666,116.0,42.915918,60.943954,8.75172955501511,0.0,0.0,0.0,0.01694915254237288,0.09859154929577464,0.023622047244094488,0.2905982905982906,0.0,0.5714285714285714,0.11965811965811966,0.03361344537815126
allocator-development,2wiki,0546d7440bdc11eba7f7acde48001122,2wiki::0546d7440bdc11eba7f7acde48001122,2.0,0.0,0.8,0.8,0.0,2.0,0.0,1.0,3.0,1.5,3.0,23.0,25.0,173.0,14.0,6.0,2.0,51.0,12.0,1.0,0.75,181.0,34.22743333333333,60.943954,11.344878203224729,0.0,0.0,0.01098901098901099,0.027472527472527472,0.08421052631578947,0.031746031746031744,0.09523809523809523,0.07407407407407407,0.0,0.06486486486486487,0.0
allocator-development,2wiki,056c641a0bdb11eba7f7acde48001122,2wiki::056c641a0bdb11eba7f7acde48001122,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,2.0,1.0,6.0,21.0,171.0,17.0,6.0,1.0,21.0,6.0,1.0,0.8333333333333334,186.0,31.970887833333332,43.704033,8.23139813401406,0.09090909090909091,0.0,0.0,0.015873015873015872,0.06701030927835051,0.04639175257731959,0.0,0.0,0.42857142857142855,0.03208556149732621,0.010638297872340425
allocator-development,2wiki,056c641a0bdb11eba7f7acde48001122,2wiki::056c641a0bdb11eba7f7acde48001122,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,1.0,6.0,28.0,222.0,11.0,7.0,2.0,34.0,12.0,1.0,0.9166666666666666,655.0,36.23375991666666,43.704033,7.394769285617542,0.08333333333333333,0.0,0.0015267175572519084,0.009146341463414634,0.030165912518853696,0.010622154779969651,0.0,0.0,0.3333333333333333,0.015197568389057751,0.00303951367781155
allocator-development,2wiki,0572c04a0bda11eba7f7acde48001122,2wiki::0572c04a0bda11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,7.0,23.0,146.0,12.0,5.0,1.0,23.0,6.0,1.0,0.8333333333333334,272.0,31.820489,48.84606,12.171860547498714,0.23076923076923078,0.0,0.0,0.01838235294117647,0.05357142857142857,0.028985507246376812,0.06934306569343066,0.0,0.5555555555555556,0.03308823529411765,0.029304029304029304
allocator-development,2wiki,0572c04a0bda11eba7f7acde48001122,2wiki::0572c04a0bda11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.5,3.0,16.0,27.0,180.0,15.0,8.0,2.0,37.0,9.0,1.0,0.7777777777777778,289.0,34.75824677777778,49.190796,12.839217957567975,0.11764705882352941,0.0,0.010380622837370242,0.02413793103448276,0.056856187290969896,0.03754266211604096,0.09246575342465753,0.1,0.0,0.04482758620689655,0.0
allocator-development,2wiki,0573624a0bdd11eba7f7acde48001122,2wiki::0573624a0bdd11eba7f7acde48001122,1.0,0.0,0.0,0.53,0.53,0.0,2.0,0.0,1.0,1.0,1.0,7.0,21.0,146.0,9.0,4.0,1.0,21.0,6.0,1.0,1.0,164.0,29.997184,40.471066,4.702284654288346,0.0,0.0,0.0,0.01818181818181818,0.08187134502923976,0.02976190476190476,0.11515151515151516,0.0,0.07692307692307693,0.0,0.04819277108433735
allocator-development,2wiki,0573624a0bdd11eba7f7acde48001122,2wiki::0573624a0bdd11eba7f7acde48001122,2.0,0.0,0.53,0.53,0.0,2.0,0.0,1.0,2.0,1.0,15.0,123.0,41.0,364.0,16.0,13.0,2.0,46.0,12.0,1.0,0.9166666666666666,357.0,30.95440525,42.037346,6.175844402551135,0.1,0.14285714285714285,0.04201680672268908,0.036414565826330535,0.09340659340659341,0.01912568306010929,0.1309192200557103,0.30612244897959184,0.0,0.027624309392265192,0.0
allocator-development,2wiki,05736c6c087d11ebbd6aac1f6bf848b6,2wiki::05736c6c087d11ebbd6aac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,14.0,30.0,242.0,19.0,8.0,1.0,30.0,6.0,1.0,1.0,100.0,33.14939716666667,53.097122,12.89171064304513,0.11764705882352941,0.18181818181818182,0.02,0.04854368932038835,0.1504424778761062,0.043859649122807015,0.3235294117647059,0.05714285714285714,0.0,0.10679611650485436,0.0
allocator-development,2wiki,05736c6c087d11ebbd6aac1f6bf848b6,2wiki::05736c6c087d11ebbd6aac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.6666666666666666,2.0,14.0,30.0,250.0,16.0,8.0,2.0,31.0,11.0,1.0,1.0,358.0,29.33595418181818,53.097122,10.502290439494336,0.11764705882352941,0.18181818181818182,0.00558659217877095,0.0223463687150838,0.051490514905149054,0.016304347826086956,0.09166666666666666,0.05714285714285714,0.0,0.0332409972299169,0.0
allocator-development,2wiki,05ee713d08a011ebbd78ac1f6bf848b6,2wiki::05ee713d08a011ebbd78ac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,4.0,17.0,21.0,166.0,20.0,8.0,1.0,21.0,6.0,1.0,0.8333333333333334,106.0,35.20824183333333,42.706554,5.577301703348981,0.26666666666666666,0.36363636363636365,0.03773584905660377,0.045871559633027525,0.13392857142857142,0.058823529411764705,0.5092592592592593,0.07017543859649122,0.0,0.07272727272727272,0.0
allocator-development,2wiki,05ee713d08a011ebbd78ac1f6bf848b6,2wiki::05ee713d08a011ebbd78ac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,4.0,17.0,20.0,161.0,15.0,7.0,2.0,22.0,9.0,1.0,0.7777777777777778,128.0,33.423693666666665,42.706554,5.268067026414905,0.2857142857142857,0.36363636363636365,0.03125,0.038461538461538464,0.11278195488721804,0.043795620437956206,0.4198473282442748,0.06896551724137931,0.0,0.08148148148148149,0.0
allocator-development,2wiki,05f246ca08c011ebbd8aac1f6bf848b6,2wiki::05f246ca08c011ebbd8aac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,3.0,16.0,28.0,191.0,14.0,4.0,1.0,28.0,6.0,1.0,0.8333333333333334,109.0,28.710536166666667,34.298134,3.252629477305831,0.0,0.23076923076923078,0.027522935779816515,0.018018018018018018,0.11382113821138211,0.06956521739130435,0.2882882882882883,0.08823529411764706,0.23076923076923078,0.0990990990990991,0.06140350877192982
allocator-development,2wiki,05f246ca08c011ebbd8aac1f6bf848b6,2wiki::05f246ca08c011ebbd8aac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,3.0,1.5,3.0,16.0,34.0,278.0,12.0,4.0,2.0,48.0,12.0,1.0,0.75,493.0,28.616503416666667,34.298134,2.877450053108262,0.0,0.23076923076923078,0.006085192697768763,0.008113590263691683,0.04563492063492063,0.018145161290322582,0.10483870967741936,0.05454545454545454,0.5,0.03225806451612903,0.010080645161290322
allocator-development,2wiki,061ddad20bdc11eba7f7acde48001122,2wiki::061ddad20bdc11eba7f7acde48001122,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.5,1.0,6.0,31.0,334.0,10.0,4.0,1.0,31.0,6.0,1.0,0.5,193.0,33.652347,48.27121,10.358608195637194,0.08333333333333333,0.0,0.0051813471502590676,0.015463917525773196,0.07692307692307693,0.020100502512562814,0.0,0.0,0.0,0.025380710659898477,0.0
allocator-development,2wiki,061ddad20bdc11eba7f7acde48001122,2wiki::061ddad20bdc11eba7f7acde48001122,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.75,2.0,0.6666666666666666,1.0,6.0,34.0,294.0,23.0,9.0,2.0,42.0,12.0,1.0,0.6666666666666666,367.0,31.00445625,48.27121,9.068423989920449,0.2,0.0,0.0027247956403269754,0.018970189701897018,0.049738219895287955,0.04,0.08401084010840108,0.030303030303030304,0.2857142857142857,0.045576407506702415,0.010752688172043012
allocator-development,2wiki,067a8b2d085f11ebbd5cac1f6bf848b6,2wiki::067a8b2d085f11ebbd5cac1f6bf848b6,1.0,0.67,0.67,0.67,0.0,2.0,0.0,1.0,2.0,1.0,4.0,28.0,23.0,189.0,21.0,7.0,1.0,23.0,6.0,1.0,1.0,126.0,42.102207,55.83758,9.044192818334112,0.2857142857142857,0.36363636363636365,0.031746031746031744,0.031007751937984496,0.09558823529411764,0.06521739130434782,0.25,0.05555555555555555,0.0,0.0546875,0.0
allocator-development,2wiki,067a8b2d085f11ebbd5cac1f6bf848b6,2wiki::067a8b2d085f11ebbd5cac1f6bf848b6,2.0,0.67,0.67,0.67,0.0,3.0,0.0,1.0,2.0,0.6666666666666666,4.0,29.0,29.0,237.0,19.0,5.0,2.0,30.0,11.0,1.0,1.0,174.0,35.574704545454544,55.83758,9.828816401646607,0.14285714285714285,0.36363636363636365,0.022988505747126436,0.028735632183908046,0.0797872340425532,0.04891304347826087,0.18181818181818182,0.05555555555555555,0.0,0.044444444444444446,0.0
allocator-development,2wiki,077f24360bdb11eba7f7acde48001122,2wiki::077f24360bdb11eba7f7acde48001122,1.0,0.0,0.0,0.29,0.29,1.0,1.0,0.5,2.0,2.0,1.0,7.0,24.0,176.0,11.0,5.0,1.0,24.0,6.0,1.0,0.8333333333333334,414.0,33.891314,39.624653,4.478463096316378,0.25,0.0,0.0,0.012077294685990338,0.037914691943127965,0.01674641148325359,0.052884615384615384,0.0,0.8333333333333334,0.01927710843373494,0.014492753623188406
allocator-development,2wiki,077f24360bdb11eba7f7acde48001122,2wiki::077f24360bdb11eba7f7acde48001122,2.0,0.0,0.29,0.29,0.0,2.0,0.0,1.0,2.0,1.0,6.0,62.0,27.0,227.0,13.0,6.0,2.0,36.0,11.0,1.0,0.9090909090909091,502.0,30.18674,42.798683,7.860557196405852,0.0,0.0,0.01195219123505976,0.009940357852882704,0.04133858267716536,0.013779527559055118,0.06746031746031746,0.16666666666666666,0.0,0.02385685884691849,0.0
allocator-development,2wiki,08dd65300bdc11eba7f7acde48001122,2wiki::08dd65300bdc11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,7.0,17.0,112.0,12.0,4.0,1.0,17.0,6.0,1.0,1.0,421.0,38.93586916666666,66.78003,12.868050880859778,0.0,0.0,0.0,0.0071090047393364926,0.02576112412177986,0.01643192488262911,0.0,0.0,0.8,0.014184397163120567,0.0070921985815602835
allocator-development,2wiki,08dd65300bdc11eba7f7acde48001122,2wiki::08dd65300bdc11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,16.0,25.0,175.0,12.0,7.0,2.0,31.0,12.0,1.0,1.0,529.0,32.028977,66.78003,11.79479747459751,0.0,0.0,0.005671077504725898,0.013232514177693762,0.02973977695167286,0.0150093808630394,0.0,0.0,0.0,0.013157894736842105,0.0
allocator-development,2wiki,08effdfd090311ebbdadac1f6bf848b6,2wiki::08effdfd090311ebbdadac1f6bf848b6,1.0,1.0,1.0,0.33,-0.6699999999999999,2.0,0.0,1.0,2.0,1.0,1.0,3.0,23.0,155.0,17.0,7.0,1.0,23.0,6.0,1.0,1.0,100.0,28.59693933333333,37.807007,4.812570759813465,0.21428571428571427,0.0,0.0,0.038834951456310676,0.09821428571428571,0.035398230088495575,0.23529411764705882,0.0,0.0,0.0891089108910891,0.0
allocator-development,2wiki,08effdfd090311ebbdadac1f6bf848b6,2wiki::08effdfd090311ebbdadac1f6bf848b6,2.0,1.0,0.33,0.33,0.0,2.0,0.0,1.0,2.0,1.0,5.0,29.0,24.0,168.0,15.0,7.0,2.0,33.0,9.0,1.0,0.8888888888888888,175.0,27.252848,37.807007,4.373261140377002,0.21428571428571427,0.07142857142857142,0.00558659217877095,0.03409090909090909,0.041884816753926704,0.010638297872340425,0.13559322033898305,0.03333333333333333,0.0,0.04519774011299435,0.0
